time[s],u[ft/s],v[ft/s],w[ft/s],p[rad/s],q[rad/s],r[rad/s],xf[ft],yf[ft],zf[ft],e0,ex,ey,ez
  2.550000000000e+00,  3.172631395542e+00,  0.000000000000e+00,  2.863077461350e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.001554842032e+01,  0.000000000000e+00, -1.484562639025e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.560000000000e+00,  3.138537723722e+00,  0.000000000000e+00,  2.864310711865e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.004710396720e+01,  0.000000000000e+00, -1.481698943080e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.570000000000e+00,  3.104800765114e+00,  0.000000000000e+00,  2.865521841731e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.007832036383e+01,  0.000000000000e+00, -1.478834024975e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.580000000000e+00,  3.071417045060e+00,  0.000000000000e+00,  2.866711221249e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.010920115995e+01,  0.000000000000e+00, -1.475967906646e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.590000000000e+00,  3.038383116054e+00,  0.000000000000e+00,  2.867879215187e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.013974987069e+01,  0.000000000000e+00, -1.473100609661e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.600000000000e+00,  3.005695557697e+00,  0.000000000000e+00,  2.869026182836e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.016996997683e+01,  0.000000000000e+00, -1.470232155224e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.610000000000e+00,  2.973350976658e+00,  0.000000000000e+00,  2.870152478078e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.019986492509e+01,  0.000000000000e+00, -1.467362564186e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.620000000000e+00,  2.941346006619e+00,  0.000000000000e+00,  2.871258449442e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.022943812839e+01,  0.000000000000e+00, -1.464491857043e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.630000000000e+00,  2.909677308219e+00,  0.000000000000e+00,  2.872344440173e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.025869296612e+01,  0.000000000000e+00, -1.461620053947e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.640000000000e+00,  2.878341568998e+00,  0.000000000000e+00,  2.873410788290e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.028763278441e+01,  0.000000000000e+00, -1.458747174710e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.650000000000e+00,  2.847335503333e+00,  0.000000000000e+00,  2.874457826647e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.031626089641e+01,  0.000000000000e+00, -1.455873238807e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.660000000000e+00,  2.816655852369e+00,  0.000000000000e+00,  2.875485882999e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.034458058252e+01,  0.000000000000e+00, -1.452998265383e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.670000000000e+00,  2.786299383946e+00,  0.000000000000e+00,  2.876495280059e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.037259509072e+01,  0.000000000000e+00, -1.450122273260e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.680000000000e+00,  2.756262892529e+00,  0.000000000000e+00,  2.877486335561e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.040030763678e+01,  0.000000000000e+00, -1.447245280937e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.690000000000e+00,  2.726543199121e+00,  0.000000000000e+00,  2.878459362323e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.042772140456e+01,  0.000000000000e+00, -1.444367306598e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.700000000000e+00,  2.697137151188e+00,  0.000000000000e+00,  2.879414668307e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.045483954624e+01,  0.000000000000e+00, -1.441488368119e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.710000000000e+00,  2.668041622568e+00,  0.000000000000e+00,  2.880352556677e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.048166518264e+01,  0.000000000000e+00, -1.438608483068e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.720000000000e+00,  2.639253513380e+00,  0.000000000000e+00,  2.881273325863e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.050820140342e+01,  0.000000000000e+00, -1.435727668712e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.730000000000e+00,  2.610769749935e+00,  0.000000000000e+00,  2.882177269621e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.053445126738e+01,  0.000000000000e+00, -1.432845942024e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.740000000000e+00,  2.582587284637e+00,  0.000000000000e+00,  2.883064677090e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.056041780273e+01,  0.000000000000e+00, -1.429963319685e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.750000000000e+00,  2.554703095882e+00,  0.000000000000e+00,  2.883935832853e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.058610400732e+01,  0.000000000000e+00, -1.427079818087e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.760000000000e+00,  2.527114187959e+00,  0.000000000000e+00,  2.884791016998e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.061151284891e+01,  0.000000000000e+00, -1.424195453343e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.770000000000e+00,  2.499817590942e+00,  0.000000000000e+00,  2.885630505175e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.063664726544e+01,  0.000000000000e+00, -1.421310241285e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.780000000000e+00,  2.472810360581e+00,  0.000000000000e+00,  2.886454568653e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.066151016528e+01,  0.000000000000e+00, -1.418424197474e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.790000000000e+00,  2.446089578195e+00,  0.000000000000e+00,  2.887263474380e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.068610442747e+01,  0.000000000000e+00, -1.415537337200e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.800000000000e+00,  2.419652350553e+00,  0.000000000000e+00,  2.888057485043e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.071043290202e+01,  0.000000000000e+00, -1.412649675490e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.810000000000e+00,  2.393495809760e+00,  0.000000000000e+00,  2.888836859120e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.073449841010e+01,  0.000000000000e+00, -1.409761227109e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.820000000000e+00,  2.367617113140e+00,  0.000000000000e+00,  2.889601850939e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.075830374435e+01,  0.000000000000e+00, -1.406872006566e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.830000000000e+00,  2.342013443114e+00,  0.000000000000e+00,  2.890352710739e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.078185166911e+01,  0.000000000000e+00, -1.403982028117e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.840000000000e+00,  2.316682007074e+00,  0.000000000000e+00,  2.891089684717e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.080514492065e+01,  0.000000000000e+00, -1.401091305773e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.850000000000e+00,  2.291620037263e+00,  0.000000000000e+00,  2.891813015092e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.082818620746e+01,  0.000000000000e+00, -1.398199853296e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.860000000000e+00,  2.266824790642e+00,  0.000000000000e+00,  2.892522940155e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.085097821047e+01,  0.000000000000e+00, -1.395307684211e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.870000000000e+00,  2.242293548764e+00,  0.000000000000e+00,  2.893219694326e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.087352358329e+01,  0.000000000000e+00, -1.392414811805e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.880000000000e+00,  2.218023617644e+00,  0.000000000000e+00,  2.893903508206e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.089582495247e+01,  0.000000000000e+00, -1.389521249135e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.890000000000e+00,  2.194012327621e+00,  0.000000000000e+00,  2.894574608633e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.091788491777e+01,  0.000000000000e+00, -1.386627009027e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.900000000000e+00,  2.170257033228e+00,  0.000000000000e+00,  2.895233218736e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.093970605234e+01,  0.000000000000e+00, -1.383732104081e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.910000000000e+00,  2.146755113051e+00,  0.000000000000e+00,  2.895879557983e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.096129090301e+01,  0.000000000000e+00, -1.380836546679e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.920000000000e+00,  2.123503969598e+00,  0.000000000000e+00,  2.896513842239e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.098264199051e+01,  0.000000000000e+00, -1.377940348984e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.930000000000e+00,  2.100501029152e+00,  0.000000000000e+00,  2.897136283811e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.100376180973e+01,  0.000000000000e+00, -1.375043522942e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.940000000000e+00,  2.077743741634e+00,  0.000000000000e+00,  2.897747091508e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.102465282993e+01,  0.000000000000e+00, -1.372146080294e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.950000000000e+00,  2.055229580460e+00,  0.000000000000e+00,  2.898346470684e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.104531749498e+01,  0.000000000000e+00, -1.369248032569e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.960000000000e+00,  2.032956042399e+00,  0.000000000000e+00,  2.898934623291e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.106575822361e+01,  0.000000000000e+00, -1.366349391095e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.970000000000e+00,  2.010920647427e+00,  0.000000000000e+00,  2.899511747931e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.108597740963e+01,  0.000000000000e+00, -1.363450166998e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.980000000000e+00,  1.989120938579e+00,  0.000000000000e+00,  2.900078039900e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.110597742217e+01,  0.000000000000e+00, -1.360550371209e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  2.990000000000e+00,  1.967554481809e+00,  0.000000000000e+00,  2.900633691243e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.112576060590e+01,  0.000000000000e+00, -1.357650014465e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.000000000000e+00,  1.946218865834e+00,  0.000000000000e+00,  2.901178890795e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.114532928127e+01,  0.000000000000e+00, -1.354749107311e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.010000000000e+00,  1.925111701992e+00,  0.000000000000e+00,  2.901713824236e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.116468574472e+01,  0.000000000000e+00, -1.351847660105e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.020000000000e+00,  1.904230624089e+00,  0.000000000000e+00,  2.902238674133e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.118383226892e+01,  0.000000000000e+00, -1.348945683023e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.030000000000e+00,  1.883573288251e+00,  0.000000000000e+00,  2.902753619988e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.120277110300e+01,  0.000000000000e+00, -1.346043186058e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.040000000000e+00,  1.863137372771e+00,  0.000000000000e+00,  2.903258838285e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.122150447275e+01,  0.000000000000e+00, -1.343140179026e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.050000000000e+00,  1.842920577957e+00,  0.000000000000e+00,  2.903754502533e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.124003458085e+01,  0.000000000000e+00, -1.340236671566e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.060000000000e+00,  1.822920625983e+00,  0.000000000000e+00,  2.904240783316e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.125836360711e+01,  0.000000000000e+00, -1.337332673148e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.070000000000e+00,  1.803135260735e+00,  0.000000000000e+00,  2.904717848330e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.127649370866e+01,  0.000000000000e+00, -1.334428193072e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.080000000000e+00,  1.783562247654e+00,  0.000000000000e+00,  2.905185862436e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.129442702016e+01,  0.000000000000e+00, -1.331523240469e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.090000000000e+00,  1.764199373589e+00,  0.000000000000e+00,  2.905644987696e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.131216565407e+01,  0.000000000000e+00, -1.328617824310e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.100000000000e+00,  1.745044446638e+00,  0.000000000000e+00,  2.906095383417e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.132971170078e+01,  0.000000000000e+00, -1.325711953403e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.110000000000e+00,  1.726095295995e+00,  0.000000000000e+00,  2.906537206200e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.134706722891e+01,  0.000000000000e+00, -1.322805636400e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.120000000000e+00,  1.707349771796e+00,  0.000000000000e+00,  2.906970609972e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.136423428545e+01,  0.000000000000e+00, -1.319898881797e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.130000000000e+00,  1.688805744964e+00,  0.000000000000e+00,  2.907395746035e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.138121489600e+01,  0.000000000000e+00, -1.316991697936e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.140000000000e+00,  1.670461107052e+00,  0.000000000000e+00,  2.907812763105e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.139801106498e+01,  0.000000000000e+00, -1.314084093011e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.150000000000e+00,  1.652313770093e+00,  0.000000000000e+00,  2.908221807349e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.141462477581e+01,  0.000000000000e+00, -1.311176075067e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.160000000000e+00,  1.634361666437e+00,  0.000000000000e+00,  2.908623022429e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.143105799115e+01,  0.000000000000e+00, -1.308267652006e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.170000000000e+00,  1.616602748603e+00,  0.000000000000e+00,  2.909016549540e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.144731265308e+01,  0.000000000000e+00, -1.305358831585e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.180000000000e+00,  1.599034989119e+00,  0.000000000000e+00,  2.909402527448e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.146339068331e+01,  0.000000000000e+00, -1.302449621423e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.190000000000e+00,  1.581656380370e+00,  0.000000000000e+00,  2.909781092529e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.147929398336e+01,  0.000000000000e+00, -1.299540029001e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.200000000000e+00,  1.564464934439e+00,  0.000000000000e+00,  2.910152378807e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.149502443479e+01,  0.000000000000e+00, -1.296630061664e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.210000000000e+00,  1.547458682956e+00,  0.000000000000e+00,  2.910516517992e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.151058389936e+01,  0.000000000000e+00, -1.293719726626e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.220000000000e+00,  1.530635676940e+00,  0.000000000000e+00,  2.910873639514e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.152597421926e+01,  0.000000000000e+00, -1.290809030968e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.230000000000e+00,  1.513993986645e+00,  0.000000000000e+00,  2.911223870563e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.154119721728e+01,  0.000000000000e+00, -1.287897981644e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.240000000000e+00,  1.497531701405e+00,  0.000000000000e+00,  2.911567336122e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.155625469700e+01,  0.000000000000e+00, -1.284986585482e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.250000000000e+00,  1.481246929483e+00,  0.000000000000e+00,  2.911904159006e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.157114844301e+01,  0.000000000000e+00, -1.282074849185e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.260000000000e+00,  1.465137797912e+00,  0.000000000000e+00,  2.912234459891e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.158588022106e+01,  0.000000000000e+00, -1.279162779337e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.270000000000e+00,  1.449202452343e+00,  0.000000000000e+00,  2.912558357354e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.160045177825e+01,  0.000000000000e+00, -1.276250382400e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.280000000000e+00,  1.433439056895e+00,  0.000000000000e+00,  2.912875967906e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.161486484326e+01,  0.000000000000e+00, -1.273337664718e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.290000000000e+00,  1.417845793997e+00,  0.000000000000e+00,  2.913187406021e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.162912112649e+01,  0.000000000000e+00, -1.270424632522e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.300000000000e+00,  1.402420864236e+00,  0.000000000000e+00,  2.913492784176e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.164322232025e+01,  0.000000000000e+00, -1.267511291926e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.310000000000e+00,  1.387162486210e+00,  0.000000000000e+00,  2.913792212877e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.165717009895e+01,  0.000000000000e+00, -1.264597648936e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.320000000000e+00,  1.372068896370e+00,  0.000000000000e+00,  2.914085800697e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.167096611926e+01,  0.000000000000e+00, -1.261683709447e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.330000000000e+00,  1.357138348872e+00,  0.000000000000e+00,  2.914373654302e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.168461202034e+01,  0.000000000000e+00, -1.258769479246e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.340000000000e+00,  1.342369115425e+00,  0.000000000000e+00,  2.914655878486e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.169810942395e+01,  0.000000000000e+00, -1.255854964015e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.350000000000e+00,  1.327759485142e+00,  0.000000000000e+00,  2.914932576202e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.171145993466e+01,  0.000000000000e+00, -1.252940169331e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.360000000000e+00,  1.313307764389e+00,  0.000000000000e+00,  2.915203848588e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.172466514001e+01,  0.000000000000e+00, -1.250025100671e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.370000000000e+00,  1.299012276636e+00,  0.000000000000e+00,  2.915469795004e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.173772661072e+01,  0.000000000000e+00, -1.247109763410e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.380000000000e+00,  1.284871362309e+00,  0.000000000000e+00,  2.915730513052e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.175064590078e+01,  0.000000000000e+00, -1.244194162824e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.390000000000e+00,  1.270883378642e+00,  0.000000000000e+00,  2.915986098616e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.176342454773e+01,  0.000000000000e+00, -1.241278304094e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.400000000000e+00,  1.257046699530e+00,  0.000000000000e+00,  2.916236645881e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.177606407270e+01,  0.000000000000e+00, -1.238362192306e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.410000000000e+00,  1.243359715381e+00,  0.000000000000e+00,  2.916482247367e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.178856598069e+01,  0.000000000000e+00, -1.235445832451e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.420000000000e+00,  1.229820832971e+00,  0.000000000000e+00,  2.916722993954e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.180093176068e+01,  0.000000000000e+00, -1.232529229430e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.430000000000e+00,  1.216428475299e+00,  0.000000000000e+00,  2.916958974911e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.181316288577e+01,  0.000000000000e+00, -1.229612388052e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
  3.440000000000e+00,  1.203181081440e+00,  0.000000000000e+00,  2.917190277921e+01,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  4.182526081339e+01,  0.000000000000e+00, -1.226695313039e+02,  1.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00,  0.000000000000e+00
